text,true_label,predicted_label,response,correct
"by way of example , and not as a limitation , you agree that when using the services and content , you will not :",0,0,No,True
"if you continue to use the services after the changes become effective , then you agree to the revised agreement .",1,0,No,False
your netflix membership will continue month-to-month until terminated .,0,0,No,True
"-lrb- b -rrb- any loss of income , business , actual or anticipated profits , opportunity , goodwill or reputation -lrb- whether direct or indirect -rrb- ; or",1,0,No,False
uber shall not be liable for delay or failure in performance resulting from causes beyond uber 's reasonable control .,1,0,No,False
"we may also update our services , which might not work properly if you do n't install the updates .",1,0,No,False
"your right to use the service is subject to any limitations , conditions and restrictions established by us from time to time , in our sole discretion .",1,1,Yes,True
"when you order -lrb- `` order '' -rrb- any products , or otherwise use or access the products , you agree to be bound by these terms and all applicable laws , rules and regulations .",1,0,No,False
"however , if nintendo becomes aware of possibly unlawful or inappropriate user-generated content , ncl reserves the right to delete or to block access to such user-generated content at its own discretion .",1,1,Yes,True
"11.5 the applicable law and venue is in san francisco , california .",1,0,No,False
we suggest that you review the terms of use and privacy statement of such external links prior to use of them .,0,0,No,True
"for more information about our returns and refunds , please see our returns center .",0,0,No,True
"solely in respect of users located in the eea and/or australia , the following governing law provisions shall apply : these terms of use and any disputes or claims arising out of or in connection with it shall be governed by , and construed in accordance with , the laws of england .",1,1,Yes,True
"in no event shall linden lab or any of its directors , officers , employees , shareholders , subsidiaries , agents or licensors be responsible or liable to you or to any third party for any loss or damages of any kind , including for any direct , indirect , economic , exemplary , incidental , consequential , reliance , special , or punitive losses or damages or disgorgement or comparable equitable remedy , for lost data or lost profits , arising -lrb- whether in contract , tort , strict liability or otherwise -rrb- out of or in connection with the service -lrb- including its modification or termination -rrb- , the software , the websites , the servers , your account -lrb- including its termination or suspension -rrb- or this agreement , whether or not linden lab may have been advised that any such damages might or could occur and notwithstanding the failure of essential purpose of any remedy .",1,1,Yes,True
"-lrb- d -rrb- any claim , damage or loss -lrb- whether direct or indirect -rrb- arising from or relating to :",1,0,No,False
we may also impose limits on certain features and aspects of the service or restrict your access to parts or all of the service without notice or liability .,1,1,Yes,True
"masquerade may remove any content from the services at our discretion , including if we believe it violates our terms and policies .",1,1,Yes,True
"to the fullest extent permitted by applicable law , in no event will tinder , its affiliates , employees , licensors or service providers be liable for any indirect , consequential , exemplary , incidental , special or punitive damages , including , without limitation , loss of profits , whether incurred directly or indirectly , or any loss of data , use , goodwill , or other intangible losses , resulting from : -lrb- i -rrb- your access to or use of or inability to access or use the services , -lrb- ii -rrb- the conduct or content of other users or third parties on , through , or following use of the services ; or -lrb- iii -rrb- unauthorized access , use or alteration of your content , even if tinder has been advised of the possibility of such damages .",1,1,Yes,True
"we may use user material for our internal business purposes , for example , to examine trends or categories or to promote , market or advertise headspace .",0,0,No,True
"in order to enable evernote to operate the service , we must obtain from you certain limited license rights to process your content that is covered by intellectual property rights so that technical actions we take in operating the service are not considered legal violations .",0,0,No,True
"the english courts will have jurisdiction over any claim arising from , or related to , any use of our services .",1,1,Yes,True
you understand that tinder does not conduct criminal background checks on its users or otherwise inquire into the background of its users .,0,0,No,True
"the company does not guarantee the accuracy , integrity , appropriateness or quality of any user content , and under no circumstances will the company be liable in any way for any user content .",1,0,No,False
"you and dropbox agree that any judicial proceeding to resolve claims relating to these terms or the services will be brought in the federal or state courts of san francisco county , california , subject to the mandatory arbitration provisions below .",1,1,Yes,True
your continued access or use of our services constitutes your acceptance of the amended terms .,1,1,Yes,True
we are not responsible for any loss or damage that is not foreseeable .,1,0,No,False
"where you purchase products on a subscription basis -lrb- monthly , every 3 months or annually -lrb- as applicable -rrb- -rrb- , you acknowledge and agree that this is a recurring payment and payments shall be made to skype by the method you have chosen at the recurring intervals chosen by you , until the subscription for that product is terminated by you or by skype .",0,0,No,True
"1.3 the licensor reserves the right to change , suspend , remove or disable access to the service at any time without notice .",1,1,Yes,True
transfer of funds or points to causes,0,0,No,True
"the company does not warrant , endorse and will not be liable to any damage or claim for any user submissions , including without limitation , its accuracy , engagement with commercial activity , spam , or any attempts to defraud or manipulate other users with deceptive means or misrepresentation .",1,0,No,False
"if you access the service from a social network or download the service from another platform , such as apple or google , you must also comply with its terms of service/use as well as these terms .",0,0,No,True
"blizzard entertainment may , from time to time , change or modify these terms of use .",1,1,Yes,True
"supercell reserves the right , but has no obligation , to become involved in any way with these disputes .",0,0,No,True
"we reserve the right to terminate your right to access and use the services if you violate these terms or any other terms or policies referenced herein , or if you otherwise create risk or possible legal exposure for us .",1,1,Yes,True
we do not endorse or control such third-party properties and we make no representations or warranties of any kind regarding such properties .,1,0,No,False
-lrb- iii -rrb- any use of websites linked to the products but operated by third parties .,1,0,No,False
"by using the services , you represent that you have either reached the age of `` majority '' where you live or have valid parent or legal guardian consent to be bound by these terms .",0,0,No,True
"use the services in any unauthorized way that could interfere with anyone else 's use of them or gain access to any service , data , account , or network ;",0,0,No,True
"if applicable law does not allow all or any part of the above limitation of liability to apply to you , the limitations will apply to you only to the extent permitted by applicable law .",1,0,No,False
"moreover , you may not `` meta-search '' our services .",0,0,No,True
"using cheats , automation software -lrb- bots -rrb- , hacks , mods or any other unauthorised software designed to modify the nintendo account service or any part of it or using any unauthorised user device or any unauthorised modification of the user device ; attempting to derive source code of the nintendo account service ;",0,0,No,True
"dropbox will pay all arbitration fees for individual arbitration for claims less than $ 75,000 .",0,0,No,True
we are not responsible for and do not give any warranties or make any representations regarding any causes that are introduced and do not give any warranties and are not responsible for or liable in relation to involvement in these causes or any outcome from any involvement .,1,0,No,False
"insofar as the services utilize components or functions operated or managed by third parties , onavo will not be liable for any form of liability , including , but not limited to any direct or indirect damage , pecuniary or otherwise , arising from the use of , reliance on , or in connection with , such third parties ' components and functions .",1,0,No,False
"in conjunction with the limitation of warranties as explained above , you expressly understand and agree that any claim against us shall be limited to the amount you paid , if any , for use of products and/or services .",1,1,Yes,True
"9.3 the laws of finland , excluding its conflict of law rules , govern these terms of use and the licensee 's use of the service .",1,0,No,False
"except as required to enforce the arbitrator 's decision and award , neither you nor spotify shall make any public announcement or public comment or originate any publicity concerning the arbitration , including , but not limited to , the fact that the parties are in dispute , the existence of the arbitration , or any decision or award of the arbitrator .",0,0,No,True
"our right to terminate these terms means that we may stop providing you with any services , or impose new or additional limits on your ability to use the services .",1,1,Yes,True
"if the contact information you provide is n't up to date , you may miss out on these notices .",0,0,No,True
you agree that instagram is not responsible or liable for the conduct of any user .,1,0,No,False
the arbitration will be conducted in english .,0,0,No,True
"failure to comply with section 3 -lrb- acceptable use -rrb- and/or 5 -lrb- content standards -rrb- in these terms of use constitutes a material breach of the terms of use , and may result in our taking all or any of the following actions :",1,1,Yes,True
"we reserve the right to suspend or terminate your access to the services with notice to you if : -lrb- a -rrb- you 're in breach of these terms , -lrb- b -rrb- you 're using the services in a manner that would cause a real risk of harm or loss to us or other users , or -lrb- c -rrb- you do n't have a paid account and have n't accessed our services for 12 consecutive months .",1,1,Yes,True
"any person may opt-out of this feature , free of charge , by contacting us at : support@sync.me .",0,0,No,True
"from time to time , microsoft may offer services for a trial period during which microsoft will not charge you for the services .",0,0,No,True
"airbnb reserves the right to change the service fees at any time , and we will provide members adequate notice of any fee changes before they become effective .",1,0,No,False
you are solely liable for any content that you post or communicate directly in or on the services and you agree to only post or communicate content that :,1,1,Yes,True
"if you have any questions about these terms , please contact us .",0,0,No,True
you agree not to do any of the following :,0,0,No,True
"by using the service -lrb- as defined below -rrb- , you agree to and accept these terms , including important dispute resolution procedures and all policies and terms linked to or otherwise referenced herein , all of which are incorporated into this agreement .",1,1,Yes,True
your continued use of qik premium after publication on the skype website shall constitute your acceptance to be bound by the terms and conditions of the revised fair usage policy .,1,0,No,False
"where settings have been set to automatically accept requests for returns or replacements , an ebay-generated return shipping label will be provided to your buyer .",0,0,No,True
"any prices posted in us dollar or non-us dollar currencies by linden lab on the service do not include any applicable sales tax , unless specifically noted that it is tax inclusive .",0,0,No,True
when you -lrb- `` you '' -rrb- sign up with betterpoints.uk you agree to all of the terms and conditions of this agreement -lrb- `` agreement '' -rrb- .,1,0,No,False
"duolingo and its licensors own and shall retain all intellectual property rights and other rights in and to the apps , and any changes , modifications , or corrections thereto .",0,0,No,True
these terms are personal to you .,0,0,No,True
"when using this information for any financial purpose , we advise you to consult a qualified professional to verify the accuracy of the currency rates .",0,0,No,True
"reverse engineer , decompile , disassemble , decipher or otherwise attempt to derive the source code for the services or any related technology that is not open source ;",0,0,No,True
"also , note that in the event that blizzard entertainment terminates this agreement for breach of these terms of use , any right to any and all payments you may have made for pre-purchased game access to world of warcraft are forfeit , and you agree and acknowledge that you are not entitled to any refund for any amounts which were pre-paid on your account prior to any termination of this agreement .",1,0,No,False
"except as expressly agreed by the company and you , this eula constitutes the entire agreement between you and the company with respect to the subject matter hereof , and supersedes all previous or contemporaneous agreements , whether written or oral , between the parties with respect to the subject matter herein .",0,0,No,True
"you agree to submit to the exclusive personal jurisdiction of the courts located within são paolo-sp , brasil -lrb- and , for the avoidance of doubt , to exclude the jurisdiction of any other court -rrb- for the purpose of litigating all such claims or disputes .",1,1,Yes,True
"`` dispute '' as used in this section 18 means any dispute , cause of action , claim or controversy arising out of or in any way related to oculus , these terms , the subject matter of these terms or access to and use of the services , including , but not limited to , contract , personal injury , tort , warranty , statute or regulation , or other legal or equitable basis and disputes that involve third parties -lrb- such as developers of third-party content -rrb- , except any dispute , cause of action , claim or controversy relating to oculus ' intellectual property -lrb- such as trademarks , trade dress , domain names , trade secrets , copyrights and/or patents -rrb- .",0,0,No,True
"in the event of any failure of any app to conform to any applicable warranty , you may notify apple , and apple will refund the purchase price , if any , for the app to you ; to the maximum extent permitted by applicable law , apple will have no other warranty obligation whatsoever with respect to the apps , and any other claims , losses , liabilities , damages , costs or expenses attributable to any failure to conform to any warranty will be solely governed by these terms and conditions .",0,1,Yes,False
any continued use by you of the services following publication or notification of revised terms shall constitute your acceptance to the revised terms .,1,0,No,False
"if payment is not received by us from the payment method you provided , you agree to pay all amounts due upon demand by us .",0,0,No,True
"in addition , tripadvisor expressly reserves the right to correct any availability and pricing errors on our website and/or on pending reservations made under an incorrect price .",0,0,No,True
you may terminate the agreements at any time .,0,0,No,True
linden lab employs a staff of designers to develop new ideas and linden lab solicits and receives product idea submissions from professional inventors with whom it has business relationships .,0,0,No,True
"as such , we are not liable for any damage or loss caused or alleged to be caused by or in connection with the use of or reliance on any such social networking services .",1,1,Yes,True
"to start an arbitration , submit the form available at http://go.microsoft.com/fwlink/?linkid=245497 to the aaa and mail a copy to us .",0,0,No,True
"class action lawsuits , class-wide arbitrations , private attorney-general actions , and any other proceeding where someone acts in a representative capacity are n't allowed .",0,0,No,True
"you may not sell or license any of the content from , or otherwise accessed through , the services without the express written consent of crowdtangle .",0,0,No,True
"the company may investigate and take any available legal action in response to illegal and / or unauthorized uses of the service , including termination of your account .",1,1,Yes,True
we may revise these terms from time to time .,1,1,Yes,True
5.6 some terms of this agreement will survive and continue after termination .,0,1,Yes,False
"linden lab reserves the right to delete or change any account name that violates this paragraph , and will have no liability regarding the use , modification , or deletion of any account name .",1,1,Yes,True
"upon such termination or suspension , your right to use the services will immediately cease .",1,1,Yes,True
you will be deemed to have accepted such changes by continuing to use the rovio services .,1,0,No,False
"also , we may charge you up to the amount you have approved , and we will notify you in advance of any change in the amount to be charged for recurring subscription services .",0,0,No,True
"you agree that neither 9gag , inc nor the site will be liable in any event to you or any other party for any suspension , modification , discontinuance or lack of availability of the site , the service , your subscriber content or other content .",1,0,No,False
we will not be liable to you if the products are unavailable for a commercially reasonable period of time .,1,1,Yes,True
"we each agree that any dispute resolution proceedings will be conducted only on an individual basis and not in a class , consolidated or representative action .",0,0,No,True
"we reserve the right , in our sole discretion , to change these terms of use -lrb- `` updated terms '' -rrb- from time to time .",1,1,Yes,True
"be used to impersonate any person , or to misrepresent your identity or affiliation with any person or give the impression that they emanate from us , if this is not the case ; or",0,0,No,True
"memories is our data-storage service that makes it easier for you to reminisce anytime , anywhere .",0,0,No,True
"therefore , you must not send to linden lab -lrb- even within any of your user content that we may request -rrb- , in any form and by any means , any unsolicited ideas and materials .",0,0,No,True
you may not transfer your rights or obligations under these terms to anyone else .,0,0,No,True
"to access or use the `` sync.me search '' you will be required to provide your contacts ' names , phone numbers and email addresses for the service 's phonebook directory ; this will enhance the performance of the service and allow you to perform numeric search or identify incoming calls against a searchable phonebook directory , which contains the contacts ' information from our users who permitted the aggregation of this information .",0,0,No,True
"if you reside in the united states , you are entering into this contract with linkedin corporation and your personal data provided to , or collected by or for , our services is controlled by linkedin corporation .",0,0,No,True
"we may modify , suspend , or terminate your access to or use of our services anytime for any reason , such as if you violate the letter or spirit of our terms or create harm , risk , or possible legal exposure for us , our users , or others .",1,1,Yes,True
"above , blizzard entertainment is only liable for slight negligence in case of a breach of a material contractual obligation .",1,0,No,False
"you acknowledge that we are not responsible for suspension of the service , regardless of the cause of the interruption or suspension .",1,0,No,False
this limited right may be revoked at any time in fitbit 's sole discretion .,1,1,Yes,True
the licenses granted by amazon terminate if you do not comply with these conditions of use or any service terms .,1,0,No,False
"the company reserves the right to change , suspend , or discontinue all or any part of the service at any time without prior notice or liability .",1,1,Yes,True
we reserve the right to delete or disable content alleged to be infringing and terminate accounts of repeat infringers .,1,1,Yes,True
skype may change the charges payable for the purchase of such products at any time without any notice to you .,1,0,No,False
-lrb- a -rrb- availability and use .,0,0,No,True
"however , the availability and functionality of the services depend on various factors and elements , including software , hardware and communication networks provided by third parties .",0,0,No,True
"if you or spotify terminate the agreements , or if spotify suspends your access to the spotify service , you agree that spotify shall have no liability or responsibility to you and spotify will not refund any amounts that you have already paid , to the fullest extent permitted under applicable law .",1,0,No,False
the brand may not stream media .,0,0,No,True
"payments made with a united states-based payment instrument will be charged by linden research , inc. .",0,0,No,True
the names of actual companies and products may be the trademarks of their respective owners .,0,0,No,True
"we will not be liable , directly or indirectly , for any damage or loss caused or alleged to be caused by or in connection with your use of or reliance on any such content , goods or services available on or through any third party websites , content or mobile application .",1,1,Yes,True
"you and yahoo agree to submit to the personal jurisdiction of the courts located within the county of santa clara , california or the northern district of california , and agree to waive any and all objections to the exercise of jurisdiction over the parties by such courts and to venue in such courts .",1,1,Yes,True
"none of your content will be subject to any obligation of confidence on the part of instagram , and instagram will not be liable for any use or disclosure of any content you provide .",1,1,Yes,True
you acknowledge that any access is at your sole discretion and for your information only .,0,0,No,True
changes shall become effective when published on the skype website .,1,0,No,False
"if you are a resident of the united states , these terms of service and any dispute arising out of or related to it or privacy policy or the service shall be governed in all respects by california law , without regard to conflict of law provisions .",1,1,Yes,True
"by accessing , browsing and using our -lrb- mobile -rrb- website or any of our applications through whatever platform -lrb- hereafter collectively referred to as the `` website '' -rrb- and/or by completing a reservation , you acknowledge and agree to have read , understood and agreed to the terms and conditions set out below -lrb- including the privacy statement -rrb- .",1,0,No,False
"-lrb- c -rrb- make alterations to , modifications of or derivative works based on the whole or any part of the service , nor permit the service or any part of it to be combined with or become incorporated in any other service or program ;",0,1,Yes,False
"any dispute or claim relating in any way to these terms and conditions or the service will be resolved by binding arbitration , rather than in court , except for duolingo 's right to seek injunctive relief as set forth below .",1,1,Yes,True
we reserve the right to issue refunds or credits at our sole discretion .,0,0,No,True
"arbitration uses a neutral arbitrator instead of a judge or jury , allows for more limited discovery than in court , and is subject to very limited review by courts .",0,0,No,True
"if you have reason to believe that a group member no longer wishes to receive such messages or participate in the group , you agree to remove them from the group .",0,0,No,True
you should consult with your own lawyer and/or see 17 u.s.c. § 512 to confirm your obligations to provide a valid notice of claimed infringement .,0,0,No,True
"when you use our services , in addition to enjoying a world of good vibes , you also agree to the terms and they affect your rights and obligations .",1,0,No,False
"access to our site and to our service is permitted on a temporary basis , and we reserve the right to withdraw or amend access to our site or our service without notice -lrb- see below -rrb- .",1,1,Yes,True
"if you use a service , feature , or functionality that is operated by a third party and made available through our services -lrb- including services we jointly offer with the third party -rrb- , each party 's terms will govern the respective party 's relationship with you .",0,0,No,True
"except for our obligations to pay amounts to applicable hosts pursuant to these terms or an approved payment request under the airbnb host guarantee , in no event will airbnb 's aggregate liability arising out of or in connection with these terms and your use of the airbnb platform including , but not limited to , from your publishing or booking of any listings via the airbnb platform , or from the use of or inability to use the airbnb platform or collective content and in connection with any accommodation , experiences , event or other host service , or interactions with any other members , exceed the amounts you have paid or owe for bookings via the airbnb platform as a guest in the twelve -lrb- 12 -rrb- month period prior to the event giving rise to the liability , or if you are a host , the amounts paid by airbnb to you in the twelve -lrb- 12 -rrb- month period prior to the event giving rise to the liability , or one hundred u.s. dollars -lrb- us$ 100 -rrb- , if no such payments have been made , as applicable .",1,0,No,False
"you agree to bring a dispute in small claims court in san mateo county , california , or , if you reside in the us , in a small claims court in your county of residence .",1,0,No,False
"skype reserves the right to change the terms related to skype numbers and/or skype to go numbers , including without limitation to impose or amend any residency requirements and/or require the provision of further user information for continued access to such numbers .",1,0,No,False
"we may modify these terms or any additional terms that apply to a service to , for example , reflect changes to the law or changes to our services .",1,0,No,False
"-lrb- c -rrb- please note that if you purchase a subscription through the apple itunes store or our iphone application , you may cancel your subscription by cancelling automatic renewal of paid in app subscriptions by selecting manage app subscriptions in your itunes account settings and selecting the subscription you want to modify .",0,0,No,True
you and headspace consent to the personal jurisdiction of both courts .,1,0,No,False
our rights to use and disclose your feedback ;,0,0,No,True
the company hereby reserves all rights not expressly granted to you in this section 4 .,0,0,No,True
"additionally , you can not access or use the fitbit service if you are barred from receiving services under applicable law or have previously been suspended or removed from the fitbit service .",0,0,No,True
"when used with onavo 's permission , all trademarks must be identified as trademarks of onavo using the appropriate symbol -lrb- e.g. , ™ or ® -rrb- .",0,0,No,True
i. circumvent or bypass any technological protection measures in or relating to the software or services ;,0,0,No,True
the services and the content are provided to you strictly on an `` as is '' basis .,0,0,No,True
click here to view the notice and takedown procedure .,0,0,No,True
you agree to the receipt of these communications .,0,0,No,True
"in the event of any litigation or arbitration arising from or related to these terms , or the services provided , the prevailing party shall be entitled to recover from the non-prevailing party all reasonable costs incurred including staff time , court costs , attorneys ' fees , and all other related expenses incurred in such litigation or arbitration .",0,0,No,True
"any such sale , transfer , or exchange -lrb- or attempt to do so -rrb- is prohibited and may result in the termination of your account .",1,1,Yes,True
"all disputes arising out of or in connection with these terms shall be adjudicated exclusively in sweden , with the district court of stockholm as the court of first instance .",1,0,No,False
we may also retain copies of user content if we are legally required to do so .,0,0,No,True
you also agree that spotify may also reclaim your username for any reason .,1,0,No,False
"when you register for a paid subscription , trial , or code online , you consent to get access to spotify premium immediately .",0,0,No,True
"if we do update these terms , you are free to decide whether to accept the updated terms or to stop using our service -lrb- see `` how is my account closed '' below -rrb- ; your continued use of the service after the effectiveness of that update will be deemed to represent your agreement with , and consent to be bound by , the new terms .",1,0,No,False
`` viber in '' is provided to you for free and you may disable the ` viber in ' service at any time by changing the application settings .,0,0,No,True
you also acknowledge and agree that spotify may remove or reclaim your username at any time if spotify in its absolute discretion considers such action appropriate .,1,1,Yes,True
"by using our services , you are agreeing to these terms .",1,0,No,False
"a statement by you that you have a good faith belief that the disputed use is not authorized by the copyright owner , its agent , or the law ;",0,0,No,True
"to the extent permitted by applicable law , niantic , the pokémon company -lrb- `` tpc '' -rrb- , and tpci disclaim all liability related to any property damage , personal injury , or death that may occur during your use of our services , including any claims based on the violation of any applicable law , rule , or regulation or your alleged negligence or other tort liability .",1,1,Yes,True
you should only provide content that you are comfortable sharing with others .,0,0,No,True
"the law of the state of california govern our terms and policies , as well as any disputes , whether in court or arbitration , which might arise between masquerade and you , without regard to conflict of law provisions .",1,1,Yes,True
"all trademarks , service marks , logos , trade names , and any other source identifiers of airbnb used on or in connection with the airbnb platform and airbnb content are trademarks or registered trademarks of airbnb in the united states and abroad .",0,0,No,True
this agreement is governed by and construed in accordance with the laws of the state of israel without giving effect to any principles of conflicts of law .,1,1,Yes,True
opt-out of agreement to arbitrate : you can decline this agreement to arbitrate by contacting legal@fitbit.com within 30 days of first accepting these terms of service and stating that you -lrb- include your first and last name -rrb- decline this arbitration agreement .,0,0,No,True
the policies posted on our sites may be changed from time to time .,1,1,Yes,True
these terms will automatically terminate if you fail to comply with them .,1,0,No,False
"this applies whether the content is kept private , shared or transmitted using the service or any third-party application or services integrated with the evernote service .",0,0,No,True
"airbnb is not responsible or liable for the availability or accuracy of such third-party services , or the content , products , or services available from such third-party services .",1,0,No,False
continued use of the services after any such changes shall constitute your consent to such changes .,1,0,No,False
limitation of liability ; sole and exclusive remedy ; indemnification,0,1,Yes,False
"by using our services , you 're agreeing to be bound by these terms , our privacy policy and acceptable use policy .",1,0,No,False
"if you are not the bill payer , we will assume that you have received permission from the bill payer .",0,0,No,True
all other claims will be arbitrated .,0,0,No,True
the support companies only provide an internal supporting role to and for the benefit of booking.com .,0,0,No,True
"by installing or otherwise accessing or using the service , you agree that you have read , understood , and agree to be bound by this eula .",1,0,No,False
"termination for breach : vimeo may suspend , disable , or delete your account -lrb- or any part thereof -rrb- or block or remove any content you submitted if vimeo determines that you have violated any provision of this agreement or that your conduct or content would tend to damage vimeo 's reputation and goodwill .",1,1,Yes,True
"14.5 you acknowledge and agree that each member of the group of companies of which youtube is a part shall be third party beneficiaries to the terms and that such other companies shall be entitled to directly enforce , and rely upon , any provision of the terms which confers a benefit on -lrb- or rights in favour of -rrb- them .",0,1,Yes,False
"this agreement , and any dispute between you and the company , shall be governed by the laws of the state of texas without regard to principles of conflicts of law , provided that this arbitration agreement shall be governed by the federal arbitration act .",1,1,Yes,True
"subject to the foregoing , you use this website at your own risk and in no event shall the tripadvisor media group companies -lrb- or their officers , directors and affiliates -rrb- be liable for any direct , indirect , punitive , incidental , special , or consequential lossses or damages or any loss of income , profits , goodwill , data , contracts , use of money , or loss or damages arising from or conntected in any way to business interruption of any type arising out of , or in any way connected with , your access to , display of or use of this website or with the delay or inability to access , display or use this website -lrb- including , but not limited to , your reliance upon reviews and opinions appearing on this website ; any computer viruses , information , software , linked sites , products , and services obtained through this website ; or otherwise arising out of the access to , display of or use of this website -rrb- whether based on a theory of negligence , contract , tort , strict liability , or otherwise , and even if tripadvisor has been advised of the possibility of such damages .",1,1,Yes,True
"9gag , inc may also terminate or suspend any and all services and access to the site immediately , without prior notice or liability , if subscriber breaches any of the terms or conditions of this agreement .",1,1,Yes,True
"by way of example , publicly accessible areas of the yahoo services would include yahoo message boards and portions of yahoo groups and flickr that are open to both members and visitors .",0,0,No,True
"contains software viruses or any other computer codes , files , worms , logic bombs or programs that are designed or intended to disrupt , disable , damage , limit or interfere with the proper function of any software , hardware , or telecommunications equipment or to damage or obtain unauthorized access to any system , data , password or other information of vivino or any third party ;",0,0,No,True
"the laws of california , u.s.a. , excluding california 's conflict of laws rules , will apply to any disputes arising out of or relating to these terms or the services .",1,1,Yes,True
"in such event , you shall provide us with such cooperation as is reasonably requested by us .",0,0,No,True
"if you have any feedback , questions or comments about the services , please contact our support team by email , by phone at 1-888-727-6687 , or by mail at : under armour , 1020 hull street , baltimore , md 21230 -lrb- usa -rrb- , and include the subject as `` attn : legal -- terms and conditions of use '' .",0,0,No,True
special notice for california users .,0,0,No,True
"such additional uses by twitter , or other companies , organizations or individuals , may be made with no compensation paid to you with respect to the content that you submit , post , transmit or otherwise make available through the services .",0,0,No,True
"indemnity : you agree to indemnify , defend and hold rovio , its partners , affiliates , contractors , officers , directors , employees and agents harmless from and against any and all damages , losses and expenses arising directly or indirectly from : -lrb- i -rrb- your acts and omissions to act in using the rovio services pursuant to the terms of the eula ; or -lrb- ii -rrb- your breach of this eula .",0,1,Yes,False
"11.2 if a host claims and provides evidence that you as a guest have damaged an accommodation or any personal or other property at an accommodation -lrb- `` damage claim '' -rrb- , the host can seek payment from you through the resolution center .",0,0,No,True
"some advertising or other messaging content we provide will be based upon information provided by third parties , and we shall not be responsible or liable for any loss or damage of any sort incurred by you as a result of any advertisements or other messages .",1,0,No,False
"5.5 upon account termination , you will lose access to your account and all licenses , content , and data , and you understand this is a risk of participating in the service .",1,1,Yes,True
currency rates are based on various publicly available sources and should be used as guidelines only .,0,0,No,True
"under no circumstances will yahoo be liable in any way for any content , including , but not limited to , any errors or omissions in any content , or any loss or damage of any kind incurred as a result of the use of any content posted , emailed , transmitted or otherwise made available via the yahoo services .",1,0,No,False
"the services are protected by copyright , trademark , and other laws of both the united states and foreign countries .",0,0,No,True
linden lab controls and operates the service from its offices in the united states .,0,0,No,True
"if you change or deactivate the mobile phone number that you used to create a snapchat account , you must update your account information through settings within 72 hours to prevent us from sending to someone else messages intended for you .",0,0,No,True
"we reserve the right to disallow , cancel , remove , or reassign certain usernames and permalinks in appropriate circumstances , as determined by us in our sole discretion , and may , with or without prior notice , suspend or terminate your account if activities occur on your account which , in our sole discretion , would or might constitute a violation of this eula , cause damage to or impair the service , infringe or violate any third party rights , or violate any applicable laws or regulations .",1,1,Yes,True
"your continued use of tripadvisor now , or following the posting of any such notice of any changes , will indicate acceptance by you of such modifications .",1,0,No,False
"-lrb- 9 -rrb- participate in any action that , in the sole and absolute opinion of blizzard entertainment , results or may result in an authorized user of world of warcraft being `` scammed '' or defrauded out of gold , weapons , armor , or any other items that user has earned through authorized game play in world of warcraft .",0,0,No,True
"* facebook platform policies : these guidelines outline the policies that apply to applications , including connect sites .",0,0,No,True
"4.3 if you choose to use paid aspects of the service , you agree to the posted pricing and billing policies on the websites , through the service , or by an applicable payment service provider .",0,0,No,True
"-lrb- ii -rrb- post or transmit unsolicited or unauthorized advertising , or promotional materials , that are in the nature of `` junk mail , '' `` spam , '' `` chain letters , '' `` pyramid schemes , '' or any other form of solicitation that linden lab considers to be of such nature ;",0,0,No,True
"onavo reserves the right to make corrections , modifications , enhancements , improvements and other changes to the services at any time or to discontinue the services without notice .",1,1,Yes,True
"in no event will the total liability of niantic , tpc , or tpci arising out of or in connection with these terms or from the use of or inability to use the services or content exceed one thousand dollars -lrb- $ 1,000 -rrb- .",1,0,No,False
"in appropriate circumstances , microsoft may also disable or terminate accounts of users of microsoft services who may be repeat infringers .",1,0,No,False
"discomfort might include feelings of nausea , motion sickness , dizziness , disorientation , headache , fatigue , eye strain , or dry eyes .",0,0,No,True
"the fitbit service is not intended to diagnose , treat , cure , or prevent any disease .",0,0,No,True
"you will resolve any claim , cause of action or dispute you have with us arising out of or relating to these terms of service or crowdtangle exclusively in the u.s. district court for the northern district of california or a state court located in san mateo county , and you agree to submit to the personal jurisdiction of such courts for the purpose of litigating all such claims .",1,1,Yes,True
your continued use of the services after any such change constitutes your acceptance of the new terms of service .,1,0,No,False
tinder shall have no liability to you or any third party in the event that tinder exercises any such rights .,1,1,Yes,True
"we reserve the right to modify or terminate free trials at any time , without notice and in our sole discretion .",1,1,Yes,True
"we will not incur any liability or responsibility if we choose to remove , disable or delete such access or ability to use any or all portion -lrb- s -rrb- of the services .",1,0,No,False
"yahoo messenger , including any web-based versions , will allow you and the people with whom you communicate to save your conversations in your yahoo accounts located on yahoo servers .",0,0,No,True
we 'll try to resolve the dispute informally by contacting you through email .,0,0,No,True
place to file permitted court actions .,0,0,No,True
the failure of supercell to require or enforce strict performance by you of any provision of these terms of service or the supercell privacy policy or failure to exercise any right under them shall not be construed as a waiver or relinquishment of supercell 's right to assert or rely upon any such provision or right in that or any other instance .,0,0,No,True
the arbitrator 's award shall be final and binding and judgment on the award rendered by the arbitrator may be entered in any court having jurisdiction thereof .,0,0,No,True
refunds can not be claimed for any partial subscription period .,0,0,No,True
